stock_code,ymd,"100.0 * (t1.close1 - t1.open1) / t1.open1"
002114,20120119,-0.76702
002114,20140724,5.84795
002114,20140729,4.51977
002118,20100205,-3.58127
002119,20100325,-4.84522
002122,20101019,-0.36955
002125,20101102,-6.99786
002126,20130204,4.03531
002127,20101015,2.77778
002127,20130808,4.52899
002127,20131024,-3.33333
002134,20121016,6.99088
002136,20100906,-8.67679
002136,20110315,4.10959
002145,20130107,5.91667
002153,20130716,2.58250
002164,20111220,2.26904
002166,20100607,10.01735
002166,20130111,4.09207
002166,20130116,-3.48958
002170,20110621,4.42930
002171,20110311,1.37489
002172,20120308,0.56711
002181,20140418,0.26525
002188,20120720,7.80952
002189,20141010,1.28983
002190,20100831,8.59016
002190,20140708,1.33333
002194,20100902,2.23793
002194,20130821,5.59006
002196,20140207,6.32716
002199,20110301,1.13708
002199,20131107,2.00000
002201,20131112,-0.91047
002207,20140416,4.63458
002213,20140212,5.13644
002222,20101123,10.39085
002229,20130821,3.70112
002240,20140128,-6.86499
002242,20131217,-2.93578
002258,20100913,-5.03282
002263,20130705,-4.04355
002274,20100730,0.00000
002280,20100608,-3.44828
002280,20100813,-1.31442
002280,20140903,-0.23641
002280,20141226,-3.70739
002282,20141030,3.73563
002282,20150105,-4.53461
002289,20120221,2.07650
002289,20130114,4.57746
002296,20120327,-0.16515
002297,20100721,-1.51018
002298,20120730,-3.87513
002304,20101123,-3.31536
002310,20100526,0.62284
002310,20100830,-1.59744
002313,20101123,1.61812
002338,20140703,-2.98119
002341,20100427,0.24540
002351,20131219,-0.67227
002352,20131118,1.64732
002354,20100326,2.03252
002354,20140212,0.47812
002362,20110531,3.40517
002362,20140311,-0.60000
002373,20141219,10.66756
002374,20120720,-0.66815
002378,20100414,-1.15195
002378,20101101,8.56754
002378,20141205,-4.22794
002389,20130513,-7.48663
002390,20140224,8.28402
002401,20121011,-7.48373
002401,20140924,-0.24948
002404,20141017,-1.00503
002405,20100525,4.77413
002413,20141117,-0.45455
002424,20131224,-6.05288
002425,20140711,2.93651
002432,20140211,0.96977
002432,20140225,-1.68000
002434,20130819,7.11864
002437,20150129,-5.71429
002438,20150109,2.50103
002442,20140321,-1.54440
002447,20100902,10.06985
002461,20100906,-3.74716
002473,20101206,1.20614
002473,20130304,8.03571
002473,20131101,-4.79492
002482,20101011,3.28168
002486,20141027,-4.31655
002490,20120813,-5.12563
002501,20101215,-2.61059
002503,20140218,8.97921
002508,20101129,3.56968
002508,20150107,-2.98470
002531,20140218,-3.52584
002536,20131118,4.61916
002542,20110210,1.98864
002542,20120530,1.97531
002548,20140704,5.98504
002553,20110311,-3.38573
002556,20130906,6.10599
002556,20130911,-4.60177
002559,20131119,-3.64807
002561,20130828,6.44139
002561,20131015,-0.40032
002577,20131226,1.19261
002577,20140122,-6.55076
002579,20130801,4.60449
002592,20140925,5.85106
002596,20120723,6.36183
002605,20140123,3.12989
002605,20140218,0.17575
002608,20130125,-4.23032
002613,20120919,10.17544
002617,20131216,-7.83172
002622,20150115,-1.16086
002625,20140821,-3.86029
002633,20140711,1.58263
002640,20140814,7.37838
002640,20140826,6.19182
002644,20131205,-6.69125
002655,20120824,0.28289
002657,20141216,-2.03030
002659,20120313,8.64799
002668,20121226,1.12227
002669,20131118,-0.94787
002673,20141208,10.00669
002677,20141226,-2.03377
002679,20131119,-0.63694
002681,20131204,0.00000
002681,20140418,-2.90015
002684,20120709,4.37693
002684,20120802,2.62766
002684,20140214,3.56207
002684,20140219,-1.12505
002686,20120705,7.90094
002688,20120723,-1.75896
002691,20120806,7.02055
002696,20121225,5.32351
002700,20140603,-2.29987
002715,20140404,-1.46104
002716,20140218,6.35304
002716,20140304,-6.04160
002721,20140213,-0.33195
002722,20140213,7.24441
002722,20140226,12.15278
002722,20140404,-1.76125
002723,20140213,-1.06280
002723,20140218,7.07308
002725,20140212,8.30508
